报文名称,报文类型,报文ID,报文发送类型,报文周期时间,子ID,报文长度,位,信号长度,信号名称(英文),信号名称(中文)
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,9.3-9.4,2,FrontHatch_Inspect_State_3FA_S,电动前舱盖检修模式状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,9.5-10.0,4,FrontHatch_Uninitial_Reason_3FA_S,电动前舱盖丢初始化原因
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,10.1-10.4,4,FrontHatch_Instruct_Last_3FA_S,电动前舱盖上次执行的指令
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,10.5-12.0,12,FrontHatch_Motor_Route_3FA_S,电动前舱盖机械行程行程大小
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,12.1-12.4,4,FrontHatch_Action_Present_3FA_S,电动前舱盖当前运动状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,12.5-12.6,2,FrontHatch_Action_Last_3FA_S,电动前舱盖上一次执行动作
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,12.7-13.2,4,FrontHatch_Open_Seat_3FA_S,电动前舱盖开启条件状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,13.3-13.6,4,FrontHatch_Relay_Seat_3FA_S,电动前舱盖冗余继电器状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,13.7-14.0,2,Electric_Front_Hatch_Interactive_Reminder_3FA_S,电动前舱盖弹窗提醒
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,14.1-14.2,2,Bonnetc_Gear_Remind_3FA_S,前舱盖挂挡提醒
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,14.3-15.2,8,Front_Hatch_Opening_Height_Position_Setting_3FA_S,前舱盖开启高度位置设定
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,15.3-15.5,3,Voice_Control_Front_Cover_Command_3FA_S,语音控制前舱盖指令
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,15.6-16.5,8,Percentage_Of_Front_Hatch_Open_Position_3FA_S,前舱盖开启位置百分比
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,17.3,1,AntiPlayMode_3FA_S,防玩模式
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,17.6-17.7,2,trunk_AR_Kick_Config_3FA_S,后背门滑门AR脚踢配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,18.0-18.1,2,Back_Door_Kick_Buzzer_3FA_S,后背门脚踢蜂鸣器
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,19.2-19.3,2,Mask_release_lock_Signal_3FA_S,口盖解闭锁信号
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,19.4-19.5,2,Left_Side_Cover_Status_3FA_S,左侧口盖状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x12,64,19.6-19.7,2,Refueling_Marker_3FA_S,加油标志位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,Multiplexor,64,1.0-1.7,8,Child_ID_0x3FA_S,子ID_0x3FA
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,2.0-3.3,12,IRM_Light_Intensity_AD_Value_3FA_S,内后视镜后光照强度AD值
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,3.6-3.7,2,Stre_Interior_Rear_Mirror_OpenState_3FA_S,流媒体内后视镜开启状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,4.0-4.4,5,Stre_Int_Rearview_Mirror_Cur_Brightness_3FA_S,流媒体内后视镜调光档位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,4.5,1,The_ICMS_Sto_Dev_Is_Fau_Pro_3FA_S,ICMS存储设备故障
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,4.6-5.1,4,Stre_Interior_Rearview_Mirror_Scaling_3FA_S,流媒体内后视镜缩放比例状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,5.2-5.5,4,Stre_Interior_Rear_Mirror_Perspective_Angle_3FA_S,流媒体内后视镜视野角度状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,5.6-5.7,2,Stre_Interior_Rear_Mirror_AutoDim_Fun_State_3FA_S,流媒体自动亮度
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,6.0-6.1,2,Stre_Interior_Rear_Mirror_Images_Reg_State_3FA_S,流媒体内后视镜调节状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,6.2,1,Stre_Interior_Rear_Mirror_fault_3FA_S,流媒体内后视镜故障
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,6.3,1,The_Com_Bet_The_Con_Unit_And_Left_Bod_Con_Is_Ab_3FA_S,控制单元与左车身控制器通信异常
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,6.4,1,Pure_ICMS_3FA_S,纯流媒体内后视镜配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,6.5,1,Int_ECU_Sys_Cannot_Be_Sta_3FA_S,内部ECU系统无法启动
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,6.6-8.1,12,ISM_Camera_Light_Intensity_AD_Value_3FA_S,内后视镜摄像头后光照强度AD值
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,8.2-9.5,12,ISM_Light_Intensity_AD_Value_3FA_S,内后视镜后光照强度AD值
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,9.6-9.7,2,ICMS_Fault_Alarm_Level_3FA_S,ICMS故障报警等级
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,10.0-10.1,2,Front_Passenger_Host_Status_3FA_S,副驾主机状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,10.2,1,Camera_Failure_3FA_S,摄像机失效
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,10.3,1,Cam_Ele_Noi_Red_Det_Res_3FA_S,摄像机电子噪声，降低细节分辨率
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,10.4,1,Cam_Is_Opt_Out_Of_Focus_Red_Det_Res_3FA_S,摄像机光学失焦，降低细节分辨率
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,10.5,1,Mon_Dis_Fai_No_Ima_Cont_Dis_3FA_S,监视器显示失效，没有图像内容显示
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,10.6,1,Mon_Sho_Con_Fre_Ima_Not_Upd_3FA_S,监视器显示内容冻结，图像不更新
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,10.7,1,Ima_Time_Inc_Ima_Tra_Blur_3FA_S,成像时间增长，图像变换时模糊
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,11,1,Control_Unit_Fail_3FA_S,控制单元失效
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,11.1,1,Com_Fai_Bet_Con_Unit_And_Camera_3FA_S,控制单元和摄像机通信失效
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,11.2,1,Com_Fai_Bet_Con_Unit_And_Monitor_3FA_S,控制单元和监视器通信失效
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,11.3,1,The_Com_Bet_The_Con_Unit_And_CAN_Bus_Fails_3FA_S,控制单元与CAN总线通讯故障
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,11.4,1,The_Com_Bet_The_Con_Unit_And_Cen_Con_Pan_Mul_Host_Is_Abn_3FA_S,控制单元与中控屏（多媒体主机）通讯异常
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,11.5,1,Com_Fai_Bet_Con_Uni_IPB_Spe_3FA_S,控制单元与IPB通讯失效（车速121）
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,11.6-12.0,3,IRM_Auto_Anti_Gglare_Work_Sts_3FA_S,内后视镜自动防眩工作状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,12.1-12.2,2,Antiglare_Inside_Rearview_Mirror_Feedback_3FA_S,内后视镜防眩反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,12.3,1,Rea_Mir_Ent_Swi_Sig_Ins_Inside_Str_Med_3FA_S,流媒体内后视镜实体开关切换信号
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,22.6-22.7,2,ICMS_Screen_Control_3FA_S,流媒体内后视镜屏幕控制
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,23.5-23.6,2,Interior_rearview_mirror_integration_configuration_3FA_S,内后视镜集成配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,23.7-24.0,2,Interior_rearview_mirror_camera_position_3FA_S,内后视镜摄像头位置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,24.1-24.5,5,Highness_Feedback_3FA_S,高度档位反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,24.6-25.0,3,HUD_Mode_Feedback_3FA_S,HUD模式反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,25.1-25.5,5,Brightness_Feedback_3FA_S,亮度档位反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,25.6-26.0,3,HUD_Configuration_3FA_S,HUD配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,26.1-26.4,4,Angle_Gear_Feedback_3FA_S,角度档位反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,26.5-26.6,2,HUD_Switch_Status_Feedback_3FA_S,HUD开关状态反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,26.7-27.0,2,Safe_Driving_Assistance_Function_Status_Feedback_3FA_S,安全驾驶辅助功能状态反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,27.1-27.2,2,Fault_Alarm_Feedback_3FA_S,故障报警反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,27.3-27.4,2,Caller_ID_Function_Status_Feedback_3FA_S,来电显示功能状态反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,27.5,1,OffRoad_Mode_Configuration_Judgment_3FA_S,越野模式配置判断
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,27.6-28.0,3,HUD_Developer_Mode_Feedback_3FA_S,HUD开发者模式反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,28.1-28.2,2,Dynamic_Navigation_Function_Status_Feedback_3FA_S,动态导航功能状态反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,28.3,1,Dynamic_Navigation_Function_3FA_S,动态导航功能
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,28.4,1,HUD_Driving_Environment_Configuration_3FA_S,HUD行车环境配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,28.5-28.6,2,Driving_Environment_3FA_S,行车环境
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,28.7-29.0,2,Navigation_Map_3FA_S,导航地图
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,29.1,1,HUD_Navigation_Map_Configuration_3FA_S,HUD导航地图配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,29.2-29.3,2,Safe_Driving_Assist_Fusion_Switch_3FA_S,安全驾驶辅助融合开关
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,29.4-29.5,2,Navigation_Fusion_Switch_3FA_S,导航融合开关
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,29.6-29.7,2,Smart_Projection_Switch_3FA_S,智能投屏开关
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,30.0-30.1,2,HUD_Mode_Selection_3FA_S,HUD模式切换
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,30.2,1,Smart_Projection_Configuration_Judgment_3FA_S,智能投屏配置判断
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,30.3-30.4,2,Angle_adjustment_Configuration_3FA_S,旋转调节配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,30.5-30.6,2,Obstacle_Remind_Configuration_3FA_S,障碍物提醒功能配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,30.7-31.0,2,Obstacle_Remind_Switch_Set_Fdback_3FA_S,障碍物提醒功能开关设置反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,31.1-31.2,2,Display_Content_Set_Configuration_3FA_S,显示内容设置功能配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,31.3-31.5,3,Display_Content_Set_Fdback_3FA_S,显示内容设置反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,31.6,1,AVM_Projection_Configuration_3FA_S,AVM投屏配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,31.7,1,Clock_Multiplier_Unit_CMU_Lock_Status_3FA_S,Clock Multiplier Unit (CMU) Lock Status
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32,1,Reflects_Error_Status_3FA_S,Reflects Error Status
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32.1,1,GMSL2_Link_Locked_3FA_S,GMSL2 Link Locked
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32.2,1,Mode_Switch_Configuration_3FA_S,模式切换配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32.3,1,Video_Rx_Sequence_Error_Detection_3FA_S,Video Rx Sequence Error Detection
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32.4,1,Sufficient_Video_Rx_Packet_Throughput_Detected_3FA_S,Sufficient Video Rx Packet Throughput Detected
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32.5,1,Video_Pipeline_Locked_3FA_S,Video Pipeline Locked
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32.6,1,Video_Rx_Block_Length_Error_Detection_3FA_S,Video Rx Block Length Error Detection
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,32.7,1,Driving_Environment_Configuration_301_3FA_S,行车环境配置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,33.0-33.1,2,HUD_Adaptive_Control_Function_Flag_3FA_S,HUD自适应调节功能标志位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,33.2-33.3,2,HUD_Adjust_Voice_Prompt_3FA_S,HUD自适应语音提示
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,33.4-33.7,4,HUD_Display_Recog_Signal_3FA_S,HUD显示屏识别信号
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,34.0-34.7,8,HUD_Car_Recogni_3FA_S,HUD车型识别
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,35.0-35.1,2,HUD_Calibration_Parameter_Result_3FA_S,HUD校验结果
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,35.2-37.1,16,HUD_Calibration_Parameter_A_3FA_S,HUD标定参数_A
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,37.3-37.4,2,AVM_Projection_Switch_Status_Feedback_3FA_S,AVM投屏开关状态反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,37.5-38.1,5,Navigation_Map_Resolution_3FA_S,导航地图分辨率
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,38.2-38.3,2,HUD_NAV_Mode_Reuse_3FA_S,HUD导航模式复用标志位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,38.4-38.5,2,Offroad_Mode_UI_3FA_S,越野模式UI配置标志位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,38.6-38.7,2,HUD_Images_Reg_State_3FA_S,HUD方控弹窗调节状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,39.0-39.3,4,Distoetion_Paramenters_Receive_Feedback_34C_3FA_S,畸变参数接收反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,39.4-39.5,2,HUD_Whether_Allow_Check_3FA_S,HUD是否支持校验
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,39.6-39.7,2,Distoetion_Paramenters_Save_Feedback_3FA_S,畸变参保存反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,40.0-41.7,16,HUD_Calibration_Parameter_B_3FA_S,HUD标定参数_B
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,43.5-44.4,8,HUD_Brightness_Level_Setting_Feedback_3FA_S,HUD亮度档位设置反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,44.5-46.2,14,HUD_Adjustment_Gear_3FA_S,HUD调节档位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,46.3-47.2,8,SWS_Medium_Related_Keys_3FA_S,多媒体相关按键
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,47.3-47.4,2,Multimedia_Related_Button_Expansion_3FA_S,多媒体相关按键拓展
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,47.5-47.6,2,Cross_Country_Key_3FA_S,越野按键
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,47.7-48.1,3,SWS_Dist_Set_3FA_S,距离设置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,48.2-48.4,3,SWS_Speed_Set_3FA_S,速度设置
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,48.5-48.6,2,Dipilot_Switch_Signal_3FA_S,Dipilot开关信号
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,48.7-49.0,2,SWS_Cruise_Or_Speed_Limit_Mode_3FA_S,巡航/限速模式
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,49.1,1,SWS_Dist_Switch_Signal_Down_3FA_S,距离开关信号减
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,49.2,1,SWS_Dist_Switch_Signal_Up_3FA_S,距离开关信号加
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,49.3-49.4,2,Left_Paddle_For_Advanced_Driving_Functions_3FA_S,高阶驾驶功能左拨片
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,49.5-49.6,2,Right_Paddle_For_Advanced_Driving_Functions_3FA_S,高阶驾驶功能右拨片
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,49.7-50.0,2,Left_Mode_Button_429_3FA_S,左侧模式按键_429
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,50.1,1,Additional_Parameters_Of_The_Left_Mode_Button_3FA_S,左侧模式按键附加参数
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,50.2-50.3,2,Right_Mode_Button_3FA_S,右侧模式按键_429
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,50.5-50.7,3,HOD_System_Status_17F_3FA_S,HOD系统状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,51.0-51.2,3,Driver_Grip_17F_3FA_S,驾驶员手握状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,51.3,1,Driver_Grip_S_Valid_17F_3FA_S,HOD输出的驾驶员是否手扶方向盘的信号的有效性
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,51.4-51.7,4,Driver_Grip_Area_17F_3FA_S,驾驶员手握区域
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,52.0-53.7,16,HOD_FrontArea_Cap_3FA_S,HOD正区电容值
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,54.0-55.7,16,HOD_BackArea_Cap_3FA_S,HOD背区电容值
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,56.0-57.7,16,HOD_Front_LeftArea_Cap_3FA_S,HOD正区电容值
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,58.0-58.1,2,ALS_Status_3FA_S,ALS功能状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,58.2-58.3,2,Left_Front_Lamp_ALS_Status_3FA_S,左前灯ALS功能状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,58.4-58.5,2,FL_Mid_Position_Light_Status_3FA_S,前中位置灯状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,58.6-59.0,3,Left_Front_Lamp_ADB_State_3FA_S,左前灯ADB状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x13,64,59.1-59.2,2,Front_Lamp_ChargeAndDischarge_Dynamic_3FA_S,前灯充放电动效
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,Multiplexor,64,1.0-1.7,8,Child_ID_0x3FA_S,子ID_0x3FA
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,2.0-2.1,2,Extrr_Mrors_AutoFldig_Set_3FA_S,外后视镜电动折叠设置项
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,2.2-2.3,2,Exterior_Follower_3FA_S,外后视镜随动
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,2.4-2.5,2,Fldig_Extrr_Mrors_Expand_3FA_S,外后视镜折叠展开
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,2.6-3.1,4,Flip_Exterior_Mirrors_3FA_S,外后视镜翻转
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,3.2-3.3,2,Exterior_Mirrors_Folded_And_Unfolded_3FA_S,外后视镜折叠展开状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,3.4-3.5,2,Left_Blind_Spot_Indication_Status_3FA_S,左盲区指示状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,3.6-3.7,2,Right_Blind_Spot_Indication_Status_3FA_S,右盲区指示状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,4.0-5.3,12,ICMS_Upper_Left_Abscissa_3FA_S,流媒体内后视镜左上水平坐标
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,5.4-6.7,12,ICMS_Upper_Left_Ordinate_3FA_S,流媒体内后视镜左上垂直坐标
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,7.0-8.3,12,ICMS_Lower_Right_Abscissa_3FA_S,流媒体内后视镜右下水平坐标
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,8.4-9.7,12,ICMS_Lower_Right_Ordinate_3FA_S,流媒体内后视镜右下垂直坐标
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,10.0-10.1,2,ICMS_3FA_Screen_Control_3FA_S,流媒体内后视镜屏幕控制
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,10.2-10.4,3,OSM_Auto_Anti_Glare_Work_Sts_3FA_S,外后视镜自动防眩工作状态
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,10.5-12.0,12,OSM_Light_Intensity_AD_Value_3FA_S,外后视镜后光照强度AD值
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,12.1,1,NeckWarmer_MarkerDR_3FA_S,主驾颈部辅助加热标志位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,12.2,1,NeckWarmer_MarkerPA_3FA_S,副驾颈部辅助加热标志位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,12.3-12.6,4,ControlLevelStateBlowerDR_3FA_S,主驾通风工作档位反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,12.7-13.2,4,ControlLevelStatePTCDR_3FA_S,主驾加热工作档位反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,13.3-13.6,4,ControlLevelStateBlowerPA_3FA_S,副驾通风工作档位反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,13.7-14.2,4,ControlLevelStatePTCPA_3FA_S,副驾加热工作档位反馈
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,14.3-14.4,2,Automatic_Slid_Door_Closing_Setting_Item_3FA_S,行车自动关闭滑门设置项
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,14.6-14.7,2,CMS_Screen_Control_3FA_S,流媒体外后视镜屏幕控制
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,15.0-15.4,5,ICMS_Icon_Type_3FA_S,流媒体内后视镜图标类型
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,15.5-15.7,3,CMS_BSD_L_3FA_S,左流媒体BSD图标
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,16.0-16.4,5,ICMS_Icon_Gear_3FA_S,流媒体内后视镜图标档位
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,16.5-16.7,3,CMS_BSD_R_3FA_S,右流媒体BSD图标
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,17.0-17.4,5,CMS_Icon_Type_3FA_S,流媒体外后视镜图标类型
Left_BCM_0x3FA,Normal,0x3FA,Cycle,1000,子ID:0x14,64,17.5-17.6,2,CMS_System_Gradient_3FA_S,流媒体外后视镜渐变状态
